Game,Copies sold,Release date,Genre,Developer,Publisher,Console_name
Pac-Man Championship Edition DX+,1.1 million,2013-09-25,"Maze, arcade",Namco Bandai Games Mine Loader Software,Namco Bandai Games,PC
Space Engineers,2 million,2013-10-13,Simulation,Keen Software House,Keen Software House,PC
The Stanley Parable,1 million,2013-10-17,Interactive fiction,Galactic Cafe,Galactic Cafe,PC
DayZ,4 million,2013-12-16,Survival,Bohemia Interactive,Bohemia Interactive,PC
Resident Evil 4: Ultimate HD Edition,1.2 million,2014-02-27,"Third-person shooter, survival horror",Capcom,Capcom,PC
Dark Souls II,2.7 million,2014-04-24,Action role-playing,FromSoftware,Bandai Namco Games,PC
Just Survive[h],1 million,2015-01-15,Survival,Daybreak Game Company,Daybreak Game Company,PC
Cities: Skylines,6 million,2015-03-10,City-building,Colossal Order,Paradox Interactive,PC
Grand Theft Auto V,2 million,2015-04-14,Action-adventure,Rockstar North,Rockstar Games,PC
The Witcher 3: Wild Hunt,12 million,2015-05-19,Action role-playing,CD Projekt Red,CD Projekt,PC
Ark: Survival Evolved,1 million,2015-06-02,"Action-adventure, Survival",Studio Wildcard Instinct Games,Studio Wildcard,PC
Metal Gear Solid V: The Phantom Pain,1.8 million,2015-09-01,"Action-adventure, stealth",Kojima Productions,Konami,PC
StarCraft II: Legacy of the Void,1 million,2015-11-10,Real-time strategy,Blizzard Entertainment,Blizzard Entertainment,PC
Danganronpa: Trigger Happy Havoc,1 million,2016-02-18,"Visual novel, adventure",Spike Chunsoft,Spike Chunsoft,PC
Stardew Valley,19 million,2016-02-26,"Farm life sim, role-playing game",ConcernedApe[c],ConcernedApe[c],PC
Dark Souls III,3.3 million,2016-04-12,Action role-playing,FromSoftware,Bandai Namco Entertainment,PC
Danganronpa 2: Goodbye Despair,1 million,2016-04-18,"Visual novel, adventure",Spike Chunsoft,Spike Chunsoft,PC
Stellaris,1.5 million,2016-05-09,"RTS, 4X, Grand Strategy",Paradox Development Studio,Paradox Interactive,PC
Hearts of Iron IV,1 million,2016-06-06,"Real-time strategy, grand strategy wargame",Paradox Development Studio,Paradox Interactive,PC
7 Days to Die,2 million,2016-06-28,Survival horror,The Fun Pimps,The Fun Pimps,PC
Hollow Knight,1 million,2017-02-24,Metroidvania,Team Cherry,Team Cherry,PC
Nier: Automata,1.2 million,2017-03-17,"Action role-playing, hack and slash",PlatinumGames Square Enix,Square Enix,PC
Divinity: Original Sin II,1 million,2017-09-14,Role-playing,Larian Studios,Larian Studios,PC
Stickfight: The Game,2 million,2017-09-28,Fighting,Landfall Games,Landfall Games,PC
Cuphead,1 million,2017-09-29,Run and gun,StudioMDHR,StudioMDHR,PC
PUBG: Battlegrounds,42 million,2017-12-20,Battle royale,PUBG Studios,Krafton,PC
Rust,16 million,2018-02-08,Survival,Facepunch Studios,Facepunch Studios,PC
Kingdom Come: Deliverance,1.1 million,2018-02-13,Action role-playing game,Warhorse Studios,Warhorse Studios,PC
The Forest,5.3 million,2018-04-30,Survival,Endnight Games,Endnight Games,PC
Kenshi,2 million,2018-12-06,Real-time strategy Action role-playing game,Lo-Fi Games,Lo-Fi Games,PC
Satisfactory,5.5 million,2019-03-19,Construction and management simulation,Coffee Stain Studios,Coffee Stain Studios,PC
Mordhau,1 million,2019-04-29,Action,Triternion,Triternion,PC
Mount & Blade : Bannerlord,3.1 million,2020-03-27,Action role-playing Strategy,TaleWorlds Entertainment,TaleWorlds Entertainment Prime Matter (Physical),PC
Deep Rock Galactic,4 million,2020-05-13,First-person shooter,Ghost Ship Games,Coffee Stain Publishing,PC
Fall Guys,10 million,2020-08-04,Battle royale,Mediatonic,Devolver Digital,PC
Horizon Zero Dawn,2.39 million,2020-08-07,Action role-playing,Guerrilla Games,Sony Interactive Entertainment,PC
Crusader Kings III,2 million,2020-09-01,Grand strategy,Paradox Development Studio,Paradox Interactive,PC
Cyberpunk 2077,7.67 million,2020-12-10,Action role-playing,CD Projekt Red,CD Projekt,PC
Valheim,6 million,2021-02-02,Survival,Iron Gate,Coffee Stain Publishing,PC
V Rising,3 million,2022-05-17,"Survival, Base building, Hack and slash",Stunlock Studios,Stunlock Studios,PC
Marvel's Spider-Man Remastered,1.5 million,2022-08-12,Action-adventure,Insomniac Games,Sony Interactive Entertainment,PC
Manor Lords,1 million,2024-04-26,City-Building Real-time tactics,Slavic Magic,Hooded Horse,PC
Minecraft,33 million,,"Sandbox, survival",Mojang Studios,Mojang Studios,PC
Palworld,15 million,,Survival,Pocket Pair,Pocket Pair,PC
Civilization V,8 million,,"Turn-based strategy, 4X",Firaxis Games,2K Games & Aspyr,PC
The Last Ninja,4 million,,Action-adventure,System 3,Activision,PC
Factorio,3.5 million,,Construction and management simulation,Wube Software,Wube Software,PC
Theme Park,3 million,,Construction and management simulation,Bullfrog Productions,Electronic Arts,PC
Planet Coaster,2 million,,Construction and management simulation,Frontier Developments,Frontier Developments,PC
International Karate,1.5 million,,Fighting,System 3,Epyx,PC
Monopoly,1.27 million,,"Strategy, board game",Westwood Studios,Hasbro Electronic Entertainment,PC
SimCity 2000,1.13 million,,City-building,Maxis,Maxis,PC
Tetris,1 million,,Puzzle,Spectrum HoloByte,Spectrum HoloByte,PC
RoboCop,1 million,,Run and gun,Data East,"Data East, Ocean Software",PC
Star Wars: Rebel Assault,1 million,,Rail shooter,LucasArts,LucasArts,PC
Wing Commander 3: Heart of the Tiger,1 million,,Space combat simulation,Origin Systems,Electronic Arts,PC
Daryl F. Gates' Police Quest: SWAT,1 million,,Interactive movie,Sierra Online,Sierra Online,PC
Rimworld,1 million,,Construction and management simulation,Ludeon Studios,Ludeon Studios,PC
Wii Sports †,82.90 million,2006-11-19,Sports,Nintendo EAD (Group 2),Nintendo,Wii
The Legend of Zelda: Twilight Princess,7.50 million,2006-11-19,Action-adventure,Nintendo EAD (Group 3),Nintendo,Wii
Red Steel,1 million,2006-11-19,First-person shooter,Ubisoft Paris,Ubisoft,Wii
Rayman Raving Rabbids,1.2 million,2006-11-19,Party,Ubisoft Montpellier,Ubisoft,Wii
Wii Play,28.02 million,2006-12-02,Party,Nintendo EAD (Group 2),Nintendo,Wii
WarioWare: Smooth Moves,2.35 million,2006-12-02,Partyrhythm,Nintendo SPD (Group 1)Intelligent Systems,Nintendo,Wii
Pokémon Battle Revolution,1.95 million,2006-12-14,Fighting,Genius Sonority,Nintendo,Wii
Super Paper Mario,4.23 million,2007-04-09,Action role-playing: platform,Intelligent Systems,Nintendo,Wii
Big Brain Academy: Wii Degree,3.34 million,2007-04-26,Puzzle: educational,Nintendo EAD (Group 4),Nintendo,Wii
Mario Strikers Charged,2.6 million,2007-05-25,Sports,Next Level Games,Nintendo,Wii
Mario Party 8,8.85 million,2007-05-29,Party,Hudson Soft,Nintendo,Wii
Resident Evil 4: Wii Edition,2 million,2007-05-31,Survival horror,Capcom,JP/NA/EU: CapcomAU: Nintendo Australia,Wii
Carnival Games,1.5 million,2007-08-27,Party,Cat Daddy Games,Global Star Software,Wii
Metroid Prime 3: Corruption,1.41 million,2007-08-27,First-person action-adventure,Retro StudiosNintendo,Nintendo,Wii
Guitar Hero III: Legends of Rock,2 million,2007-10-28,Music: rhythm,Vicarious Visions,Activision,Wii
Super Mario Galaxy,12.80 million,2007-11-01,Platform,Nintendo EAD (Group 1),Nintendo,Wii
Super Mario Bros. 3[e],1 million,2007-11-05,Platform,Nintendo EAD,Nintendo,Wii
Mario & Sonic at the Olympic Games,7.09 million,2007-11-06,Sports,Sega Sports R&D,JP: NintendoNA/PAL: Sega,Wii
Lego Star Wars: The Complete Saga,5.51 million,2007-11-06,Action-adventure,Traveller's Tales,LucasArts,Wii
Resident Evil: The Umbrella Chronicles,1.3 million,2007-11-13,Rail shooter,CapcomCavia,JP/NA/EU: CapcomAU: Nintendo Australia,Wii
Link's Crossbow Training,5.79 million,2007-11-19,Shooter,Nintendo EAD (Group 3),Nintendo,Wii
Game Party,2 million shipped,2007-11-27,Party,FarSight Studios,Midway Games,Wii
Wii Fit,22.67 million,2007-12-01,Exergaming,Nintendo EAD (Group 5),Nintendo,Wii
We Ski,1.2 million,2008-01-31,Sports,Bandai Namco Games,Bandai Namco Games,Wii
Super Smash Bros. Brawl,13.32 million,2008-01-31,Fighting,Sora Ltd.ad hoc development team[c],Nintendo,Wii
Mario Kart Wii †,37.38 million,2008-04-10,Racing,Nintendo EAD (Group 1),Nintendo,Wii
Active Life: Outdoor Challenge,1.03 million,2008-05-29,Exergaming,h.a.n.d.,Bandai Namco Games,Wii
Mario Super Sluggers,2.32 million,2008-06-19,Sports,Bandai Namco GamesNow Production,Nintendo,Wii
Rock Band,1 million,2008-06-22,Rhythm,Pi Studios,MTV GamesElectronic Arts,Wii
Big Beach Sports,1.2 million shipped,2008-06-24,Sports,HB Studios,THQ,Wii
Wario Land: Shake It!,1.06 million,2008-07-24,Platform,Good-Feel,Nintendo,Wii
Game Party 2,1 million shipped,2008-10-06,Party,FarSight Studios,Midway Games,Wii
Wii Music,2.86 million,2008-10-16,Music,Nintendo EAD (Group 2),Nintendo,Wii
Guitar Hero World Tour,1.33 million,2008-10-26,Musicrhythm,Vicarious Visions,Activision,Wii
Call of Duty: World at War,>1 million,2008-11-10,First-person shooter,Treyarch,Activision,Wii
Animal Crossing: City Folk,4.32 million,2008-11-16,Life simulation,Nintendo EAD (Group 2),Nintendo,Wii
New Play Control! Mario Power Tennis,1.79 million,2009-01-15,Sports,Camelot Software Planning,Nintendo,Wii
Deca Sports,2 million shipped,2009-04-16,Sports,Hudson Soft,JP/NA: Hudson SoftEU: Konami,Wii
EA Sports Active,1.8 million,2009-05-19,Fitness,EA Canada,Electronic Arts,Wii
Wii Sports Resort †,33.14 million,2009-06-25,Sports,Nintendo EAD (Group 2),Nintendo,Wii
Punch-Out!!,1.14 million,2009-07-23,Sports,Next Level Games,Nintendo,Wii
Monster Hunter Tri,1.9 million,2009-08-01,Action role-playing,Capcom Production Studio 1,Capcom,Wii
Wii Fit Plus,21.13 million,2009-10-01,Exergaming,Nintendo EAD (Group 5),Nintendo,Wii
Mario & Sonic at the Olympic Winter Games,6.53 million,2009-11-05,Sports,Sega Sports R&D,JP: NintendoNA/PAL: Sega,Wii
New Super Mario Bros. Wii †,30.32 million,2009-11-12,Platform,Nintendo EAD (Group 4),Nintendo,Wii
Just Dance,4.3 million,2009-11-17,Rhythm,Ubisoft Paris,Ubisoft,Wii
PokéPark Wii: Pikachu's Adventure,1.25 million,2009-12-05,Action-adventure,Creatures Inc.,NintendoThe Pokémon Company,Wii
Super Mario Galaxy 2,7.41 million,2010-05-23,Platform,Nintendo EAD (Group 1),Nintendo,Wii
Wii Party,9.35 million,2010-07-08,Party,Nd CubeNintendo SPD (Group 4),Nintendo,Wii
Just Dance 2,5 million,2010-10-12,Rhythm,Ubisoft Paris,Ubisoft,Wii
Kirby's Epic Yarn,1.85 million,2010-10-14,Platform,Good-FeelHAL Laboratory,Nintendo,Wii
Super Mario All-Stars: 25th Anniversary Edition,2.24 million,2010-10-21,Platform,Nintendo EAD,Nintendo,Wii
Michael Jackson: The Experience,2 million,2010-11-06,Music: rhythm,Ubisoft Paris,Ubisoft,Wii
Sonic Colors,2.18 million,2010-11-16,Platform,Sonic Team,Sega,Wii
Zumba Fitness,1 million,2010-11-18,Fitness,Pipeworks Software,Majesco Entertainment505 Games,Wii
Donkey Kong Country Returns,6.53 million,2010-11-21,Platform,Retro Studios,Nintendo,Wii
Mario Sports Mix,1.98 million,2010-11-25,Sports,Square EnixNintendo SPD (Group 4),Nintendo,Wii
Epic Mickey,2 million shipped,2010-11-25,Platform,Junction Point Studios,Disney Interactive StudiosJP: Nintendo,Wii
Wii Play: Motion,1.26 million,2011-06-13,Minigame collection,Various[d],Nintendo,Wii
Just Dance 3,9.92 million,2011-10-07,Rhythm,Ubisoft Paris,Ubisoft,Wii
Kirby's Return to Dream Land,1.93 million,2011-10-24,Platform,HAL Laboratory,Nintendo,Wii
Mario & Sonic at the London 2012 Olympic Games,2.4 million,2011-11-15,Sports,Sega Sports R&D,JP: NintendoNA/PAL: Sega,Wii
The Legend of Zelda: Skyward Sword,3.67 million,2011-11-18,Action-adventure,Nintendo EAD (Group 3),Nintendo,Wii
Mario Party 9,3.11 million,2012-03-02,Party,Nd Cube,Nintendo,Wii
New Super Mario Bros. U † *,5.82 million,2012-11-18,Platform,Nintendo EAD,Nintendo,Wii U
Nintendo Land †,5.21 million,2012-11-18,Party,Nintendo EAD,Nintendo,Wii U
Lego City Undercover *,1.15 million,2013-03-18,Action-adventure,TT Fusion,Nintendo,Wii U
Pikmin 3 *,1.28 million,2013-07-13,Real-time strategypuzzle,Nintendo EAD,Nintendo,Wii U
The Legend of Zelda: The Wind Waker HD †,2.37 million,2013-09-20,Action-adventure,Nintendo EAD,Nintendo,Wii U
Wii Party U †,1.79 million,2013-10-25,Party,NDcubeNintendo SPD,Nintendo,Wii U
Super Mario 3D World † *,5.89 million,2013-11-21,Platform,Nintendo EAD1-Up Studio,Nintendo,Wii U
Donkey Kong Country: Tropical Freeze *,2.02 million,2014-02-21,Platform,Retro Studios,Nintendo,Wii U
Mario Kart 8 † *,8.46 million,2014-05-29,Kart racing,Nintendo EAD,Nintendo,Wii U
Hyrule Warriors * #,1 million,2014-08-14,Hack and slash,Omega ForceTeam Ninja,JP: Koei TecmoWW: Nintendo,Wii U
Captain Toad: Treasure Tracker * #,1.37 million,2014-11-13,Action puzzle,Nintendo EAD,Nintendo,Wii U
Super Smash Bros. for Wii U †,5.38 million,2014-11-21,Fighting,Sora Ltd.Bandai Namco Entertainment,Nintendo,Wii U
Mario Party 10,2.27 million,2015-03-12,Party,NDcubeNintendo SPD,Nintendo,Wii U
Splatoon †,4.95 million,2015-05-28,Third-person shooter,Nintendo EAD,Nintendo,Wii U
Yoshi's Woolly World #,1.57 million,2015-06-25,Platform,Good-Feel,Nintendo,Wii U
Super Mario Maker † #,4.02 million,2015-09-11,Level editorplatform,Nintendo EAD,Nintendo,Wii U
The Legend of Zelda: Twilight Princess HD,1.17 million,2016-03-04,Action-adventure,Tantalus Media,Nintendo,Wii U
Pokkén Tournament † *,1 million,2016-03-18,Fighting,Bandai Namco Studios,JP: The Pokémon CompanyWW: Nintendo,Wii U
The Legend of Zelda: Breath of the Wild *,1.70 million,2017-03-03,Action-adventure,Nintendo EPD,Nintendo,Wii U
New Super Luigi U † *,3.07 million,,Platform,Nintendo EAD,Nintendo,Wii U
Call of Duty 2,1.4 million,2005-11-22,First-person shooter,Infinity Ward,Activision,Xbox 360
Perfect Dark Zero,1.5 million,2005-11-22,First-person shooterstealth,Rare,Microsoft Game Studios,Xbox 360
Dead or Alive 4,1 million,2005-12-29,Fighting,Team Ninja,Tecmo,Xbox 360
Fight Night Round 3,1.29 million,2006-02-20,Sports,EA Chicago,EA Sports,Xbox 360
Tom Clancy's Ghost Recon Advanced Warfighter,1.411 million,2006-03-09,Tactical shooter,Ubisoft ParisRed Storm Entertainment,Ubisoft,Xbox 360
The Elder Scrolls IV: Oblivion,1.872 million,2006-03-20,Action role-playing,Bethesda Game Studios,Bethesda Softworks2K Games,Xbox 360
Uno[d],2.068 million,2006-05-09,Card game,Carbonated Games,Microsoft Game Studios,Xbox 360
Dead Rising,1.8 million,2006-08-08,Survival horrorbeat ‘em up,Capcom Production Studio 1,Capcom,Xbox 360
Madden NFL 07,1.72 million,2006-08-22,Sports,EA Tiburon,EA Sports,Xbox 360
Saints Row,2 million,2006-08-29,Action-adventure,Volition,THQ,Xbox 360
Marvel: Ultimate Alliance,2.08 million,2006-10-24,Action role-playing,Raven Software,WW: ActivisionJP: Interchannel,Xbox 360
Gears of War,5 million,2006-11-07,Third-person shooter,Epic Games,Microsoft Game Studios,Xbox 360
Call of Duty 3,1.534 million,2006-11-07,First-person shooter,Treyarch,Activision,Xbox 360
Viva Piñata,1 million,2006-11-09,Life simulation,Rare,Microsoft Game Studios,Xbox 360
Sneak King,3.2 million,2006-11-19,"Stealth-action, advergame",Blitz Games Studios,King Games,Xbox 360
Tom Clancy's Rainbow Six: Vegas,1.591 million,2006-11-22,Tactical shooterfirst-person shooter,Ubisoft Montreal,Ubisoft,Xbox 360
Lost Planet: Extreme Condition,1.6 million,2006-12-21,Third-person shooter,Capcom,Capcom,Xbox 360
Crackdown,1.5 million,2007-02-20,Action-adventure,Realtime Worlds,Microsoft Game Studios,Xbox 360
Tom Clancy's Ghost Recon Advanced Warfighter 2,1 million,2007-03-06,Tactical shooter,Ubisoft ParisRed Storm Entertainment,Ubisoft,Xbox 360
Guitar Hero II,2 million,2007-04-03,Musicrhythm,Harmonix,Activision,Xbox 360
Forza Motorsport 2,2.674 million,2007-05-29,Racing,Turn 10 Studios,Microsoft Game Studios,Xbox 360
Madden NFL 08,1.51 million,2007-08-14,Sports,EA Tiburon,EA Sports,Xbox 360
BioShock,1.5 million,2007-08-21,First-person shooter,2K Boston2K Australia,2K Games,Xbox 360
Halo 3,14.5 million,2007-09-25,First-person shooter,Bungie,Microsoft Game Studios,Xbox 360
The Orange Box,1 million,2007-10-10,First-person shooterpuzzlecompilation,Valve,Valve,Xbox 360
Guitar Hero III: Legends of Rock,1.652 million,2007-10-28,Musicrhythm,Neversoft,Activision,Xbox 360
Call of Duty 4: Modern Warfare,4.211 million,2007-11-05,First-person shooter,Infinity Ward,Activision,Xbox 360
Lego Star Wars: The Complete Saga,2.36 million,2007-11-06,Action-adventure,Traveller's Tales,LucasArts,Xbox 360
Assassin's Creed,2.585 million,2007-11-13,Action-adventurestealth,Ubisoft Montreal,Ubisoft,Xbox 360
Mass Effect,1.6 million,2007-11-20,Action role-playing,BioWare,Microsoft Game Studios,Xbox 360
Rock Band,1.75 million,2007-11-20,Musicrhythm,Harmonix,MTV Games,Xbox 360
Tom Clancy's Rainbow Six: Vegas 2,1.07 million,2008-03-18,Tactical shooterfirst-person shooter,Ubisoft Montreal,Ubisoft,Xbox 360
Grand Theft Auto IV,11.1 million,2008-04-29,Action-adventure,Rockstar North,Rockstar Games,Xbox 360
Ninja Gaiden II,1 million,2008-06-03,Action-adventurehack and slash,Team Ninja,Microsoft,Xbox 360
Madden NFL 09,1.87 million,2008-08-12,Sports,EA Tiburon,EA Sports,Xbox 360
Rock Band 2,1.02 million,2008-09-14,Musicrhythm,Harmonix,MTV Games,Xbox 360
Star Wars: The Force Unleashed,1.123 million,2008-09-16,Action-adventurehack and slash,LucasArts,LucasArts,Xbox 360
Fable II,3.5 million,2008-10-21,Action role-playing,Lionhead Studios,Microsoft Game Studios,Xbox 360
Guitar Hero World Tour,1.124 million,2008-10-26,Musicrhythm,Neversoft,Activision,Xbox 360
Fallout 3,1.51 million,2008-10-28,Action role-playing,Bethesda Game Studios,Bethesda Softworks,Xbox 360
Gears of War 2,5 million,2008-11-07,Third-person shooter,Epic Games,Microsoft Game Studios,Xbox 360
Call of Duty: World at War,3.35 million,2008-11-11,First-person shooter,Treyarch,Activision,Xbox 360
Left 4 Dead,1 million,2008-11-18,First-person shootersurvival horror,Valve South,Valve,Xbox 360
Halo Wars,1 million,2009-02-26,Real-time strategy,Ensemble Studios,Microsoft Game Studios,Xbox 360
Resident Evil 5,1.423 million,2009-03-05,Third-person shooter,Capcom,Capcom,Xbox 360
UFC 2009 Undisputed,1.23 million,2009-05-19,Sports,Yuke's,THQ,Xbox 360
Trials HD[d],2 million,2009-08-12,Racingpuzzle,RedLynx,Microsoft Game Studios,Xbox 360
Batman: Arkham Asylum,3.48 million,2009-08-25,Action-adventure,Rocksteady Studios,Square Enix,Xbox 360
Halo 3: ODST,3 million,2009-09-22,First-person shooter,Bungie,Microsoft Game Studios,Xbox 360
Forza Motorsport 3,2 million,2009-10-23,Racing,Turn 10 Studios,Microsoft Game Studios,Xbox 360
